Ano,Posicao,Numero,Equipe,Estado,Seguranca,Projeto,Dinamicas,Enduro,Total
2018,21,36,CARPOEIRA BAJA,BA,-20,183.96,112.79,136.36,413.11
2018,22,68,BAJA DE GALPAO - UNISC,SC,-20,185.4,180.66,63.64,409.7
2018,23,42,ZEBU BAJA,MG,-20,178.79,0,245.45,404.25
2018,24,51,CARAUBAJA SAE,RN,-30,102.54,98.25,227.27,398.06
2018,25,14,BAAJATINGA,PE,-20,155.46,0,254.55,390
2018,26,30,UFF BAJA,RJ,-20,170.22,14.41,190.91,355.54
2018,27,26,BAJA SATC,SC,-20,109.18,145.81,118.18,353.17
2018,28,11,MANGUE,PE,-20,245.39,0,109.09,334.48
2018,29,71,MINERVA BAJA,RJ,-15,146.63,0,200,331.63
2018,30,80,BAJA UFABC,SP,-30,137.23,0,218.18,325.41
2018,31,18,EEP BAJA,SP,-20,123.76,0,218.18,321.94
2018,32,63,SACI,MG,0,161.95,92.59,63.64,318.18
2018,33,57,UFPBAJA,PB,-30,127.87,0,172.73,270.59
2018,34,44,CERRADO BAJA,MG,-20,123.21,115.78,45.45,264.45
2018,35,50,MUD RUNNER,RJ,-25,138.89,0,145.45,259.35
2018,36,24,ITA BAJA,SP,-20,142.76,0,127.27,250.03
2018,37,78,TEC-ILHA,SP,-20,145.29,0,100,225.29
2018,38,25,UNICAMP,SP,-20,216.56,0,27.27,223.83
2018,39,66,TUFFAO,RJ,-30,113.55,0,127.27,210.82
2018,40,77,MACK GEAR,SP,-15,120.02,84.92,18.18,208.12
2018,41,6,IMPERADOR,PR,-20,140.97,0,72.73,193.7
2018,42,27,GRALHA AZUL,PR,-15,67.21,0,90.91,143.12
2018,43,1,BUMBA MEU BAJA,MA,-30,73.52,0,90.91,134.43
2018,44,52,RAMPAGE,MG,-15,103.79,0,36.36,125.15
2018,45,20,INCONFIDENTES BAJA,MG,-35,112.62,0,45.45,123.07
2018,46,29,MOUNTAIN BAJA,MG,-25,129.44,0,18.18,122.62
2018,47,9,MUD RUNNER,RJ,-20,130.56,0,9.09,119.66
2018,48,15,ESPINHACO,MG,-25,127.14,0,0,102.14
2018,49,74,BAJA UEA,AM,-20,117.99,0,0,97.99
2018,50,40,ALI BABAJA,RJ,-25,77.79,0,18.18,70.97
2018,51,45,PREDADORES BAJA,GO,-20,74.82,0,0,54.82
2018,52,39,FOX BAJA,SP,-5,57.6,0,0,52.6
2018,53,54,PIRATAS DO CERRADO,DF,-10,59.6,0,0,49.6
2018,54,82,SERBAJA,SE,0,48.6,0,0,48.6
2018,55,60,BAGD,MS,-10,54.8,0,0,44.8
2018,56,31,MAUA,SP,-10,48.87,0,0,38.87
2018,57,48,MUD RACING,SP,-15,32.27,0,18.18,35.45
2018,58,32,CALEDONIA RACING,RJ,-5,33.2,0,0,28.2
2018,59,64,BAJA GUAICURUS,MS,0,27.6,0,0,27.6
2018,60,13,MANDACARU BAJA,BA,-5,32.27,0,0,27.27
2018,61,2,SINUELO,RS,-10,36.13,0,0,26.13
2018,62,61,FHOBAJA,SP,-10,27.4,0,0,17.4
2018,63,33,CAMALEAO,MG,-15,29.02,0,0,14.02
2018,64,58,CLARENGEX,SP,-20,32.74,0,0,12.74
2018,65,70,USJT BAJA,SP,-10,19.1,0,0,9.1
2018,66,56,LONDRIBAJA,PR,-40,44.91,0,0,4.91
2018,67,10,UNIFEB,SP,-10,14.4,0,0,4.4
2018,68,38,AEDBAJA,RJ,-10,0,0,0,0
2018,68,47,BADO BAJA,AM,-10,0,0,0,0
2018,68,49,BAJA DOS REIS,RJ,-10,0,0,0,0
2018,68,8,BAJACARÉ,MT,-10,7.03,0,0,0
2018,68,21,TCHE,RS,-10,0,0,0,0
2018,68,19,BAJATRON,RN,-10,0,0,0,0
2018,68,59,ENGEMECH,MG,-5,0,0,0,0
2018,68,35,FATECNOLOGOS,SP,-10,0,0,0,0
2018,68,62,JAMBU RACE,PA,-10,0,0,0,0
2018,68,3,MAS BAJA TCHE,RS,-10,0,0,0,0
2018,68,46,POCA BAJA,ES,-10,0,0,0,0
2018,68,12,TURUNA,SP,-10,0,0,0,0
2018,68,69,UNIJUI BAJA SAE,RS,-10,0,0,0,0
2018,68,83,URI BAJA,RS,-10,0,0,0,0
2018,68,53,VIBORA,RJ,-10,0,0,0,0
2018,68,34,ZABUMBAJA,PE,-10,0,0,0,0
2019,1,8,EESC USP,SP,0,234.59,250.33,400,884.91
2019,2,82,POLI,SP,0,231.12,225.82,369.81,826.74
2019,3,4,CACTUS BAJA,RN,0,220.84,234.2,369.81,824.86
2019,4,41,MANGUE,PE,-5,249.12,184.08,392.45,820.65
2019,5,55,MANGUE,PE,0,260.12,153.16,400,813.28
2019,6,14,BAJA DE GALPAO - UNISC,SC,-5,168.93,242.53,392.45,798.91
2019,7,64,CAR-KARA,RN,-20,207.64,188.37,400,776
2019,8,13,POLI,SP,0,216.12,180.53,354.72,751.37
2019,9,60,FEI,SP,-15,249.7,144.59,354.72,734.01
2019,10,66,VIBORA,RJ,-30,163.62,218.31,377.36,729.29
2019,11,25,BOMBAJA,RS,-5,136.59,207.75,384.91,724.24
2019,12,9,CEFAST BAJA,MG,0,204.21,149.31,362.26,715.78
2019,13,71,BAJA UFMG,MG,-15,268.67,146.59,301.89,702.15
2019,14,45,PIRATAS DO CERRADO,DF,-10,176.75,150.67,354.72,672.14
2019,15,6,UFSC,SC,-20,184.49,107.96,392.45,664.91
2019,16,77,CARPOEIRA BAJA,BA,0,199.05,214.38,233.96,647.39
2019,17,26,IMPERADOR,PR,-25,181.2,151.27,339.62,647.1
2019,18,29,KOMIKETO BAJA,MG,0,195.71,124.34,301.89,621.94
2019,19,16,REPTILES,RJ,-5,158.79,126.77,316.98,597.54
2019,20,70,PAC BAJA,SP,-20,222.53,103.06,256.6,562.2
2019,21,78,PARAHYBAJA,PB,-20,134.97,144.01,294.34,553.32
2019,22,23,UDESC VELOCIRAPTOR,SC,-5,192.8,181.97,166.04,535.8
2019,23,19,CORISCO,PE,-30,146.82,69.41,309.43,495.66
2019,24,62,TEC-ILHA,SP,-20,127.53,128.09,233.96,469.58
2019,25,53,BAAJATINGA,PE,0,183.11,131.45,143.4,457.96
2019,26,50,UFVBAJA PERERECAS,MG,0,175.75,57.4,218.87,452.01
2019,27,83,CORSARIOS,MG,-30,117.92,106.32,256.6,450.85
2019,28,59,MUD RACING,SP,-5,128.83,107.24,203.77,434.84
2019,29,21,GRALHA AZUL,PR,-15,92.46,107.89,233.96,419.32
2019,30,67,UNICAMP,SP,-25,218.4,6,203.77,403.17
2019,31,33,UFPBAJA,PB,-25,143.13,99.41,181.13,398.66
2019,32,43,CERRADO BAJA,MG,-40,116.81,92.58,226.42,395.81
2019,33,46,MACK GEAR,SP,-30,147.15,145.59,128.3,391.04
2019,34,52,USJT BAJA,SP,-25,81.11,84.13,226.42,366.65
2019,35,15,SACI,MG,-20,145.2,99.41,128.3,352.92
2019,36,51,BAJAGRESTE,PE,-5,104.11,1,249.06,349.17
2019,37,69,CARAUBAJA SAE,RN,-5,129.51,200.94,0,325.46
2019,38,22,MAUA,SP,-30,84.67,3,264.15,321.82
2019,39,36,FOX BAJA,SP,-20,73,3,249.06,305.06
2019,40,56,MUD RUNNER,RJ,-20,120.83,1,196.23,298.05
2019,41,18,ZEBU BAJA,MG,-20,162.28,3,150.94,296.23
2019,42,38,MUD RUNNER,RJ,-25,141.36,41.02,113.21,270.58
2019,43,85,UFPR BAJA SAE,PR,-20,110.34,1,173.58,264.92
2019,44,17,RAMPAGE,MG,-20,100.3,128.83,52.83,261.96
2019,45,31,MANDACARU BAJA,BA,-30,84.4,120.5,75.47,250.38
2019,46,12,ALI BABAJA,RJ,-20,95.64,1,173.58,250.22
2019,47,42,ITA BAJA,SP,-25,107.89,1,158.49,242.38
2019,48,72,EEP BAJA,SP,0,73.68,68.49,98.11,240.28
2019,49,80,PROCOBAJA,PR,-15,107.8,0,143.4,236.2
2019,50,75,FEI,SP,-15,233.12,0,0,218.12
2019,51,84,BAJA UFSCAR,SP,-20,155.83,1,67.92,204.75
2019,52,65,SINUELO,RS,-20,72.07,6,128.3,186.38
2019,53,11,BAJA GUAICURUS,MS,-30,81.08,93.53,0,144.6
2019,54,10,MINERVA BAJA,RJ,-15,153.32,0,0,138.32
2019,55,27,BAJA UEA,AM,-30,97.41,1,67.92,136.34
2019,56,76,PATO BAJA,PR,-5,129.18,0,0,124.18
2019,57,40,IFPI BAJA,PI,-20,52,1,83.02,116.02
2019,58,24,LONDRIBAJA,PR,-30,89.15,3,45.28,107.43
2019,59,74,UFF BAJA,RJ,-45,150.8,0,0,105.8
2019,60,37,PIRATAS DO VALE,SP,-15,118.98,0,0,103.98
2019,61,49,BAJA UFABC,SP,-25,96.94,0,0,71.94
2019,62,54,CLARENGEX,SP,-20,61.63,0,22.64,64.27
2019,63,73,SAMA BAJA,ES,-45,107.5,0,0,62.5
2019,64,47,VIBORA,RJ,-30,91.03,0,0,61.03
2019,65,39,MAS BAJA TCHE,RS,-10,69.87,0,0,59.87
2019,66,2,BUFFALO BAJA UFLA,MG,-15,69.73,0,0,54.73
2019,67,20,BAJA UNILESTE,MG,-10,55.6,0,0,45.6
2019,68,81,TUFFAO,RJ,-5,49.87,0,0,44.87
2019,69,58,CTJ BAJA,SC,-10,53.87,0,0,43.87
2019,70,68,JAVALIS BAJA,MS,-30,68.49,0,0,38.49
2019,71,79,UCAM BAJA,RJ,-30,68.26,0,0,38.26
2019,72,1,SERBAJA,SE,-5,43.13,0,0,38.13
2019,73,3,BAJA TUCURUI,PA,-5,36,0,0,31
2019,74,7,FHOBAJA,SP,-5,30.53,0,0,25.53
2019,75,28,CAMALEAO,MG,-5,28.93,0,0,23.93
2019,76,5,FAESA BAJA,ES,-30,52.93,0,0,22.93
2019,77,87,BLACK BIRDS BAJA SAE UTP,PR,-5,24.33,0,0,19.33
2019,78,32,AEDBAJA,RJ,-10,26.27,0,0,16.27
2019,79,86,INCONFIDENTES BAJA,MG,-30,34.27,0,0,4.27
2019,80,48,BODO BAJA,AM,-10,0,0,0,0
2019,80,30,UNIFEB,SP,-10,0,0,0,0
2019,80,61,FATECNOLOGOS,SP,-25,18.54,0,0,0
2019,80,57,ONCABAJAGUARA,MT,-10,0,0,0,0
2019,80,35,QUARTER MILE,RJ,-30,5.73,0,0,0
2019,80,63,TURUNA,SP,-10,0,0,0,0
2019,80,34,VULCANO BAJA SAE,SC,-10,7,0,0,0
2020,1,34,BAJA DE GALPAO - UNISC,SC,0,213.29,211,400,824.29
2020,2,29,FEI,SP,0,230.16,214.97,344,789.13
2020,3,18,CAR-KARA,RN,-20,213.37,215.26,344,752.63
2020,4,72,EESC USP,SP,0,252.02,177.88,320,749.9
2020,5,49,UNICAMP,SP,0,219.74,194.04,328,741.78
2020,6,13,VIBORA,RJ,0,187.27,150.27,376,713.54
2020,7,58,BAJA UFMG,MG,0,262.05,135.18,296,693.23
2020,8,7,KOMIKETO BAJA,MG,0,192.69,171.29,312,675.98
2020,9,59,MANGUE,PE,0,257.66,79.63,336,673.29
2020,10,36,FEI,SP,0,236.85,85.36,336,658.21
2020,11,11,CEFAST BAJA,MG,-5,197.03,218.57,224,634.6
2020,12,53,MOUNTAIN BAJA,MG,0,136.27,172.7,320,628.97
2020,13,48,PAC BAJA,SP,0,247.23,80.53,272,599.76
2020,14,30,REPTILES,RJ,0,187.82,134.55,264,586.37
2020,15,16,BAAJATINGA,PE,0,208.57,166.65,200,575.22
2020,16,55,UFVBAJA PERERECAS,MG,0,181.96,70.93,304,556.89
2020,17,57,IMPERADOR,PR,-5,173.34,117.72,264,550.06
2020,18,54,BOMBAJA,RS,-20,199.09,112.67,248,539.76
2020,19,31,UDESC VELOCIRAPTOR,SC,0,186.8,78.25,264,529.05
2020,20,15,RAMPAGE,MG,-5,143.99,121.05,264,524.04
2020,21,22,POLI,SP,-25,217.14,8,304,504.14
2020,22,17,UFPR BAJA SAE,PR,0,130.6,83.03,288,501.63
2020,23,46,PARAHYBAJA,PB,-5,120.41,48.11,336,499.52
2020,24,42,CARAUBAJA SAE,RN,-15,138.23,118.87,256,498.1
2020,25,62,PATO BAJA,PR,0,131.66,59.62,304,495.28
2020,26,27,MANGUE,PE,-140,251.46,225.88,152,489.34
2020,27,56,CORISCO,PE,-5,147.17,125.28,216,483.45
2020,28,60,CACTUS BAJA,RN,0,206.08,142.95,128,477.03
2020,29,64,PIRATAS DO CERRADO,DF,-15,171.31,181.74,136,474.05
2020,30,12,UFSC,SC,-160,203.15,91.53,312,446.68
2020,31,52,FOX BAJA,SP,-25,115.64,34.06,296,420.7
2020,32,3,FORJA BAJA,RJ,-15,167.65,41.39,208,402.04
2020,33,67,LONDRIBAJA,PR,0,128.19,56.25,200,384.44
2020,34,4,CLARENGEX,SP,-15,94.73,44.73,248,372.46
2020,35,32,EEP BAJA,SP,-160,83.23,180.59,264,367.82
2020,36,25,MUD RUNNER,RJ,0,141.32,58.27,144,343.59
2020,37,21,UFPBAJA,PB,0,148.97,48.24,144,341.21
2020,38,35,MAUA,SP,-20,72.38,91.42,192,335.8
2020,39,19,JAVALIS BAJA,MS,-20,55.69,97.63,200,333.32
2020,40,28,CERRADO BAJA,MG,-20,125.74,51.29,176,333.03
2020,41,61,ZEBU BAJA,MG,-15,106.82,143.06,96,330.88
2020,42,70,PROCOBAJA,PR,-25,125.31,175.19,40,315.5
2020,43,45,CARPOEIRA BAJA,BA,-15,188.49,91.45,48,312.94
2020,44,71,CORSARIOS,MG,0,110.43,116.34,80,306.77
2020,45,26,TEC-ILHA,SP,-15,121.25,62.13,128,296.38
2020,46,10,ITA BAJA,SP,-140,136.84,53.18,240,290.02
2020,47,9,FAESA BAJA,ES,-15,59.12,74.38,136,254.5
2020,48,24,USJT BAJA,SP,-40,109.5,8,168,245.5
2020,49,44,MINERVA BAJA,RJ,-20,117.75,78.58,48,224.33
2020,50,75,BAJA SATC,SC,-20,70.72,43.56,120,214.28
2020,51,20,ESPINHACO,MG,-20,59.33,76.1,96,211.43
2020,52,68,BAJA UFSCAR,SP,-25,155.68,45.81,32,208.49
2020,53,51,SAMA BAJA,ES,-25,99.05,101.05,32,207.1
2020,54,39,PIRATAS DO VALE,SP,-25,109.56,47.75,56,188.31
2020,55,23,CTJ BAJA,SC,-25,81.53,93.79,32,182.32
2020,56,40,UNA BAJA,MG,-20,39.15,8,152,179.15
2020,57,50,GRALHA AZUL,PR,-25,72.09,40.77,88,175.86
2020,58,47,MACK GEAR,SP,-5,79,0,0,74
2020,59,6,BAJA UEA,AM,-155,95.5,15.96,104,60.46
2020,60,74,CAMALEAO,MG,-5,50.8,0,0,45.8
2020,61,2,BAJA PUC MINAS,MG,-5,49.4,0,0,44.4
2020,62,8,TUFFAO,RJ,-160,105.11,18.36,72,35.47
2020,63,65,BAJA SAE FACAMP,SP,-5,38,0,0,33
2020,64,63,FATECNOLOGOS,SP,-20,35,0,0,15
2020,65,78,AEDBAJA,RJ,-40,0,0,0,0
2020,65,66,MUD RACING,SP,-155,100.45,0,0,0
2020,65,1,BAJA UFABC,SP,-155,79.76,20.26,32,0
2020,65,33,BAJUTA,SP,-40,0,0,0,0
2020,65,73,BUFFALO BAJA UFLA,MG,-155,68.69,32.78,40,0
2020,65,41,CALEDONIA RACING,RJ,-160,54.31,56.75,32,0
2020,65,69,FURG MOTORSPORT,RS,-5,0,0,0,0
2020,65,77,PATURBO,PR,-40,28.7,0,0,0
2020,65,43,QUARTER MILE,RJ,-35,35,0,0,0
2020,65,38,SACI,MG,-10,0,0,0,0
2020,65,76,SINUELO,RS,-10,0,0,0,0
2020,65,5,TURUNA,SP,-5,0.78,0,0,0
2020,65,37,UCAM BAJA,RJ,-10,0,0,0,0
2020,65,14,BAJA UVV,ES,0,0,0,0,0
2022,1,50,FEI,SP,-5,233.67,176.01,370.73,775.41
2022,2,25,FEI,SP,-20,243.32,157.86,390.24,771.42
2022,3,38,MANGUE,PE,0,238.52,147.78,380.49,766.79
2022,4,44,POLI,SP,0,199.41,164.46,400,763.87
2022,5,60,BAJA DE GALPAO - UNISC,SC,-5,231.12,159.44,370.73,756.29
2022,6,49,VITORIA BAJA,ES,0,204.46,181.71,351.22,737.39
2022,7,55,BAJA UFMG,MG,-15,226.95,111.29,341.46,664.7
2022,8,35,PATO BAJA,PR,-20,218.99,144.59,263.41,606.99
2022,9,9,RAMPAGE,MG,-5,192.23,128.69,282.93,598.85
2022,10,52,TCHE,RS,0,105.51,145.82,321.95,573.28
2022,11,12,CARAUBAJA SAE,RN,-5,117.9,129.09,321.95,563.94
2022,12,22,SINUELO,RS,-5,145.06,118.66,302.44,561.16
2022,13,3,EESC USP,SP,-15,218.31,139.43,204.88,547.62
2022,14,68,EEP BAJA,SP,-10,88.22,173.77,292.68,544.67
2022,15,64,IMPERADOR,PR,0,185.44,90.74,234.15,510.33
2022,16,36,ZEBU BAJA,MG,-30,156.15,78.67,302.44,507.26
2022,17,62,MOUNTAIN BAJA,MG,-15,151.81,96.9,263.41,497.12
2022,18,20,PAC BAJA,SP,0,192.41,120.89,165.85,479.15
2022,19,13,UNICAMP,SP,-20,179.85,119.89,195.12,474.86
2022,20,11,KOMIKETO BAJA,MG,-20,168.93,117.3,204.88,471.11
2022,21,42,PIRATAS DO CERRADO,DF,-15,176.24,112.81,165.85,439.9
2022,22,46,UFSC,SC,-15,137.72,132.37,165.85,420.94
2022,23,56,BAJA UFSCAR,SP,-5,147.06,144.25,126.83,413.14
2022,24,2,SACI,MG,-30,122.72,119.07,165.85,377.64
2022,25,39,UFPR BAJA SAE,PR,0,164.97,12.46,195.12,372.55
2022,26,40,UFVBAJA PERERECAS,MG,0,166.63,44.89,156.1,367.62
2022,27,19,UDESC VELOCIRAPTOR,SC,-5,163.59,76.1,126.83,361.52
2022,28,24,FORJA BAJA,RJ,-15,172.61,106.85,68.29,332.75
2022,29,6,REPTILES,RJ,-15,160.56,35.27,146.34,327.17
2022,30,14,CARPOEIRA BAJA,BA,-20,143.08,67.05,136.59,326.72
2022,31,23,CORISCO,PE,-170,81.15,48.64,360.98,320.77
2022,32,45,CORSARIOS,MG,-15,119.12,92.93,107.32,304.37
2022,33,15,PROCOBAJA,PR,-20,138.58,44.44,136.59,299.61
2022,34,30,MUD RACING,SP,-20,87.09,94.7,136.59,298.38
2022,35,7,CEFAST BAJA,MG,-5,113.48,116.73,68.29,293.5
2022,36,18,CAR-KARA,RN,-155,179.84,147.6,107.32,279.76
2022,37,57,BOMBAJA,RS,-20,162.02,108.34,19.51,269.87
2022,38,58,CALEDONIA RACING,RJ,-15,89.35,74.91,107.32,256.58
2022,39,48,MAUA,SP,-5,104,16.55,107.32,222.87
2022,40,61,BAJA SATC,SC,-30,69.47,115.19,58.54,213.2
2022,41,5,TUFFAO,RJ,-20,82.27,60.91,78.05,201.23
2022,42,28,SAMA BAJA,ES,-15,90.57,101.92,19.51,197
2022,43,31,BAJA UNILESTE,MG,-25,57.14,62.59,78.05,172.78
2022,44,59,ITA BAJA,SP,-20,93.97,76.14,0,150.11
2022,45,66,TATU BAJA,SP,-15,76.13,9,68.29,138.42
2022,46,32,GRALHA AZUL,PR,-5,139.38,0,0,134.38
2022,47,53,MUD RUNNER,RJ,-20,137.94,0,0,117.94
2022,48,41,UFSC,SC,-30,72.43,0,68.29,110.72
2022,49,4,SERBAJA,SE,-5,95.04,0,0,90.04
2022,50,51,UNA BAJA,DF,-170,146.85,90.62,19.51,86.98
2022,51,10,TEC-ILHA,SP,-15,70.64,6,19.51,81.15
2022,52,34,UFPBAJA,PB,-25,56.56,0,48.78,80.34
2022,53,26,FOX BAJA,SP,-25,99.8,0,0,74.8
2022,54,47,CACTUS BAJA,RN,0,69.15,0,0,69.15
2022,55,67,FAESA BAJA,ES,-5,46.73,0,0,41.73
2022,56,16,URUBAJA,RJ,-10,38.99,0,0,28.99
2022,57,29,AEGIR IBAJAI,SC,-10,24.25,0,0,14.25
2022,58,70,IFSPEED,SP,-10,21.31,0,0,11.31
2022,59,8,CALANGOTEC BAJA,BA,-10,19.91,0,0,9.91
2022,60,17,LONDRIBAJA,PR,-155,47.68,0,0,0
2022,60,21,JAVALIS BAJA,MS,-5,0,0,0,0
2022,60,27,BUMBA MEU BAJA,MA,-10,0,0,0,0
2022,60,33,BAJA TUCURUI,PA,-10,0,0,0,0
2022,60,37,BUFFALO BAJA UFLA,MG,-165,78.49,3,0,0
2022,60,43,USJT BAJA,SP,-160,121.36,0,0,0
2022,60,54,BAJAMPA,PB,-150,6.8,0,0,0
2022,60,63,BAJA UEA,AM,-155,116.96,0,0,0
2022,60,65,CAPIBAJA,PR,-170,37.73,0,0,0
2022,60,69,BAJA PELZNICKEL,SC,-30,9.93,0,0,0
